id_cliente,id_fatura,dt_emissao_fatura,dt_vencimento_fatura,valor_fatura
7,98,2023-10-01,2023-10-06,4955.41
7,99,2023-11-01,2023-11-06,3119.45
7,100,2023-12-01,2023-12-06,1886.69
7,101,2024-05-01,2024-05-06,1664.34
8,102,2023-01-01,2023-01-06,259.09
8,103,2023-02-01,2023-02-06,3384.45
8,104,2023-03-01,2023-03-06,3772.64
8,105,2023-04-01,2023-04-06,3519.7
8,106,2023-05-01,2023-05-06,2817.23
8,107,2023-06-01,2023-06-06,1288.09
8,108,2023-07-01,2023-07-06,4161.0
8,109,2023-08-01,2023-08-06,3346.61
8,110,2023-09-01,2023-09-06,3038.88
8,111,2023-10-01,2023-10-06,4819.12
8,112,2023-12-01,2023-12-06,3130.44
8,113,2024-02-01,2024-02-06,1390.94
8,114,2024-05-01,2024-05-06,588.89
8,115,2024-07-01,2024-07-06,561.57
8,116,2024-08-01,2024-08-06,3448.53
8,117,2024-09-01,2024-09-06,2292.86
9,118,2023-01-01,2023-01-06,975.27
9,119,2023-02-01,2023-02-06,1458.23
9,120,2023-03-01,2023-03-06,2503.89
9,121,2023-04-01,2023-04-06,2683.37
9,122,2023-05-01,2023-05-06,3769.75
9,123,2023-06-01,2023-06-06,2960.89
9,124,2023-07-01,2023-07-06,4365.73
9,125,2023-08-01,2023-08-06,500.9
9,126,2023-09-01,2023-09-06,4118.51
9,127,2023-10-01,2023-10-06,61.28
9,128,2023-11-01,2023-11-06,4247.94
9,129,2023-12-01,2023-12-06,4293.0
9,130,2024-01-01,2024-01-06,2152.13
9,131,2024-02-01,2024-02-06,2701.1
9,132,2024-04-01,2024-04-06,946.43
9,133,2024-06-01,2024-06-06,321.39
9,134,2024-08-01,2024-08-06,425.19
9,135,2024-09-01,2024-09-06,3489.55
10,136,2023-01-01,2023-01-06,171.63
10,137,2023-02-01,2023-02-06,1141.8
10,138,2023-03-01,2023-03-06,1802.41
10,139,2023-04-01,2023-04-06,293.71
10,140,2023-05-01,2023-05-06,4150.8
10,141,2023-06-01,2023-06-06,4878.92
10,142,2023-07-01,2023-07-06,2722.62
10,143,2023-08-01,2023-08-06,2184.14
10,144,2023-09-01,2023-09-06,2702.72
10,145,2023-10-01,2023-10-06,1278.28
10,146,2023-12-01,2023-12-06,1450.38
10,147,2024-01-01,2024-01-06,2405.86
10,148,2024-03-01,2024-03-06,3495.9
10,149,2024-04-01,2024-04-06,2297.17
10,150,2024-09-01,2024-09-06,1282.99
11,151,2023-01-01,2023-01-06,4241.18
11,152,2023-02-01,2023-02-06,2722.22
11,153,2023-03-01,2023-03-06,4144.19
11,154,2023-04-01,2023-04-06,473.68
11,155,2023-05-01,2023-05-06,4318.75
11,156,2023-06-01,2023-06-06,4875.83
11,157,2023-07-01,2023-07-06,1015.57
11,158,2023-08-01,2023-08-06,1027.64
11,159,2023-09-01,2023-09-06,1297.15
11,160,2023-10-01,2023-10-06,2982.45
11,161,2023-11-01,2023-11-06,782.58
11,162,2023-12-01,2023-12-06,3432.01
11,163,2024-05-01,2024-05-06,3674.75
11,164,2024-07-01,2024-07-06,3308.77
11,165,2024-08-01,2024-08-06,3142.7
11,166,2024-09-01,2024-09-06,2717.29
12,167,2023-01-01,2023-01-06,2358.38
12,168,2023-02-01,2023-02-06,2156.32
12,169,2023-03-01,2023-03-06,2481.68
12,170,2023-04-01,2023-04-06,3574.44
12,171,2023-05-01,2023-05-06,235.44
12,172,2023-06-01,2023-06-06,3542.02
12,173,2023-07-01,2023-07-06,638.36
12,174,2023-08-01,2023-08-06,737.49
12,175,2023-09-01,2023-09-06,2694.25
12,176,2023-10-01,2023-10-06,3130.05
12,177,2023-11-01,2023-11-06,4637.99
12,178,2024-02-01,2024-02-06,1612.4
12,179,2024-05-01,2024-05-06,4204.21
12,180,2024-06-01,2024-06-06,2913.45
12,181,2024-08-01,2024-08-06,2301.96
12,182,2024-09-01,2024-09-06,245.69
13,183,2023-01-01,2023-01-06,1630.02
13,184,2023-02-01,2023-02-06,1934.23
13,185,2023-03-01,2023-03-06,286.16
13,186,2023-04-01,2023-04-06,2280.84
13,187,2023-05-01,2023-05-06,97.6
13,188,2023-06-01,2023-06-06,1795.36
13,189,2023-07-01,2023-07-06,3324.65
13,190,2023-08-01,2023-08-06,1273.3
13,191,2023-09-01,2023-09-06,4274.77
13,192,2023-10-01,2023-10-06,3838.71
13,193,2024-01-01,2024-01-06,4985.45
13,194,2024-03-01,2024-03-06,3122.82
13,195,2024-04-01,2024-04-06,2106.11
13,196,2024-06-01,2024-06-06,2582.25
13,197,2024-07-01,2024-07-06,3832.42
13,198,2024-08-01,2024-08-06,76.07
13,199,2024-09-01,2024-09-06,4862.23
14,200,2023-01-01,2023-01-06,4999.03
14,201,2023-02-01,2023-02-06,4697.65
14,202,2023-03-01,2023-03-06,918.1
14,203,2023-04-01,2023-04-06,3760.2
14,204,2023-05-01,2023-05-06,4059.75
14,205,2023-06-01,2023-06-06,4247.74
14,206,2023-07-01,2023-07-06,4195.49
14,207,2023-08-01,2023-08-06,324.65
14,208,2023-09-01,2023-09-06,4525.13
14,209,2023-10-01,2023-10-06,4972.14
14,210,2023-11-01,2023-11-06,2017.0
14,211,2023-12-01,2023-12-06,4977.34
14,212,2024-03-01,2024-03-06,850.23
14,213,2024-04-01,2024-04-06,1570.73
14,214,2024-08-01,2024-08-06,2135.91
14,215,2024-09-01,2024-09-06,3052.62
15,216,2023-01-01,2023-01-06,1090.69
15,217,2023-02-01,2023-02-06,767.21
15,218,2023-03-01,2023-03-06,1380.81
15,219,2023-04-01,2023-04-06,1603.2
15,220,2023-05-01,2023-05-06,4240.8
15,221,2023-06-01,2023-06-06,4241.56
15,222,2023-07-01,2023-07-06,1024.65
15,223,2023-08-01,2023-08-06,2291.39
15,224,2023-09-01,2023-09-06,1060.84
15,225,2023-10-01,2023-10-06,2210.73
15,226,2024-01-01,2024-01-06,4304.27
15,227,2024-05-01,2024-05-06,3207.18
16,228,2023-01-01,2023-01-06,1109.6
16,229,2023-02-01,2023-02-06,3124.71
16,230,2023-03-01,2023-03-06,3535.94
16,231,2023-04-01,2023-04-06,509.22
16,232,2023-05-01,2023-05-06,3768.8
16,233,2023-06-01,2023-06-06,141.65
16,234,2023-07-01,2023-07-06,4945.3
16,235,2023-08-01,2023-08-06,2747.03
16,236,2023-09-01,2023-09-06,2892.52
16,237,2023-10-01,2023-10-06,3604.82
16,238,2023-11-01,2023-11-06,4211.86
16,239,2024-02-01,2024-02-06,1895.09
16,240,2024-07-01,2024-07-06,1633.47
16,241,2024-08-01,2024-08-06,2860.88
16,242,2024-09-01,2024-09-06,898.89
17,243,2023-01-01,2023-01-06,247.42
17,244,2023-02-01,2023-02-06,1725.36
17,245,2023-03-01,2023-03-06,1762.92
17,246,2023-04-01,2023-04-06,620.47
17,247,2023-05-01,2023-05-06,2966.84
17,248,2023-06-01,2023-06-06,442.18
17,249,2023-07-01,2023-07-06,255.65
17,250,2023-08-01,2023-08-06,4430.42
17,251,2023-09-01,2023-09-06,400.3
17,252,2023-10-01,2023-10-06,3869.31
17,253,2024-02-01,2024-02-06,2259.47
17,254,2024-04-01,2024-04-06,3501.57
17,255,2024-06-01,2024-06-06,1091.58
17,256,2024-07-01,2024-07-06,3361.01
17,257,2024-08-01,2024-08-06,2843.62
17,258,2024-09-01,2024-09-06,2812.68
18,259,2023-01-01,2023-01-06,450.57
18,260,2023-02-01,2023-02-06,3802.73
18,261,2023-03-01,2023-03-06,3714.85
18,262,2023-04-01,2023-04-06,3538.26
18,263,2023-05-01,2023-05-06,639.7
18,264,2023-06-01,2023-06-06,670.98
18,265,2023-07-01,2023-07-06,1886.9
18,266,2023-08-01,2023-08-06,4834.09
18,267,2023-09-01,2023-09-06,371.92
18,268,2023-10-01,2023-10-06,243.26
18,269,2023-11-01,2023-11-06,127.68
18,270,2023-12-01,2023-12-06,656.52
18,271,2024-02-01,2024-02-06,4828.51
18,272,2024-05-01,2024-05-06,4799.65
18,273,2024-07-01,2024-07-06,2759.73
18,274,2024-08-01,2024-08-06,3076.27
18,275,2024-09-01,2024-09-06,4332.63
19,276,2023-01-01,2023-01-06,4522.61
19,277,2023-02-01,2023-02-06,3630.98
19,278,2023-03-01,2023-03-06,4379.77
19,279,2023-04-01,2023-04-06,1980.01
19,280,2023-05-01,2023-05-06,3704.59
19,281,2023-06-01,2023-06-06,1910.95
19,282,2023-07-01,2023-07-06,1490.9
19,283,2023-08-01,2023-08-06,2974.65
19,284,2023-09-01,2023-09-06,4858.76
19,285,2023-10-01,2023-10-06,1611.92
19,286,2023-11-01,2023-11-06,2885.72
19,287,2024-05-01,2024-05-06,3348.86
19,288,2024-06-01,2024-06-06,1067.35
20,289,2023-01-01,2023-01-06,3093.89
20,290,2023-02-01,2023-02-06,2931.69
20,291,2023-03-01,2023-03-06,2234.63
20,292,2023-04-01,2023-04-06,3418.49
20,293,2023-05-01,2023-05-06,33.8
20,294,2023-06-01,2023-06-06,688.95
20,295,2023-07-01,2023-07-06,4044.65
20,296,2023-08-01,2023-08-06,1247.46
20,297,2023-09-01,2023-09-06,3125.03
20,298,2023-10-01,2023-10-06,4905.46
20,299,2023-12-01,2023-12-06,3563.48
20,300,2024-02-01,2024-02-06,498.85
20,301,2024-03-01,2024-03-06,3888.52
20,302,2024-04-01,2024-04-06,1903.13
20,303,2024-06-01,2024-06-06,4254.83
20,304,2024-07-01,2024-07-06,2312.23
20,305,2024-08-01,2024-08-06,1009.57
20,306,2024-09-01,2024-09-06,173.3
21,307,2023-01-01,2023-01-06,4044.37
21,308,2023-02-01,2023-02-06,140.06
21,309,2023-03-01,2023-03-06,2577.48
21,310,2023-04-01,2023-04-06,991.32
21,311,2023-05-01,2023-05-06,1671.63
21,312,2023-06-01,2023-06-06,3903.52
21,313,2023-07-01,2023-07-06,2636.0
21,314,2023-08-01,2023-08-06,3994.82
21,315,2023-09-01,2023-09-06,4699.24
21,316,2023-10-01,2023-10-06,3383.67
21,317,2023-12-01,2023-12-06,4684.75
21,318,2024-01-01,2024-01-06,4477.58
21,319,2024-03-01,2024-03-06,2348.57
21,320,2024-05-01,2024-05-06,977.27
21,321,2024-06-01,2024-06-06,711.16
21,322,2024-07-01,2024-07-06,3831.66
21,323,2024-09-01,2024-09-06,3966.94
22,324,2023-01-01,2023-01-06,2382.59
22,325,2023-02-01,2023-02-06,1947.06
22,326,2023-03-01,2023-03-06,3279.56
22,327,2023-04-01,2023-04-06,554.44
22,328,2023-05-01,2023-05-06,2716.3
22,329,2023-06-01,2023-06-06,3916.34
22,330,2023-07-01,2023-07-06,4603.93
22,331,2023-08-01,2023-08-06,666.28
22,332,2023-09-01,2023-09-06,917.76
22,333,2023-10-01,2023-10-06,2814.88
22,334,2024-01-01,2024-01-06,4800.25
22,335,2024-02-01,2024-02-06,2252.41
22,336,2024-03-01,2024-03-06,1188.7
22,337,2024-04-01,2024-04-06,2893.66
22,338,2024-05-01,2024-05-06,3299.52
22,339,2024-09-01,2024-09-06,2024.79
23,340,2023-01-01,2023-01-06,2111.02
23,341,2023-02-01,2023-02-06,4942.96
23,342,2023-03-01,2023-03-06,2955.28
23,343,2023-04-01,2023-04-06,696.58
23,344,2023-05-01,2023-05-06,3396.57
23,345,2023-06-01,2023-06-06,3209.95
23,346,2023-07-01,2023-07-06,762.33
23,347,2023-08-01,2023-08-06,2180.36
23,348,2023-09-01,2023-09-06,2240.97
23,349,2023-10-01,2023-10-06,1770.61
23,350,2024-01-01,2024-01-06,3479.74
23,351,2024-02-01,2024-02-06,1852.08
23,352,2024-03-01,2024-03-06,2325.06
23,353,2024-07-01,2024-07-06,2846.71
23,354,2024-09-01,2024-09-06,4028.47
24,355,2023-01-01,2023-01-06,592.96
24,356,2023-02-01,2023-02-06,3810.94
24,357,2023-03-01,2023-03-06,380.78
24,358,2023-04-01,2023-04-06,286.41
24,359,2023-05-01,2023-05-06,4946.85
24,360,2023-06-01,2023-06-06,1368.38
24,361,2023-07-01,2023-07-06,1432.12
24,362,2023-08-01,2023-08-06,534.89
24,363,2023-09-01,2023-09-06,2158.65
24,364,2023-10-01,2023-10-06,4627.52
24,365,2023-11-01,2023-11-06,4567.56
24,366,2023-12-01,2023-12-06,1833.83
24,367,2024-01-01,2024-01-06,2595.3
24,368,2024-02-01,2024-02-06,4924.93
24,369,2024-03-01,2024-03-06,4117.34
24,370,2024-05-01,2024-05-06,482.8
24,371,2024-07-01,2024-07-06,3433.24
24,372,2024-09-01,2024-09-06,3153.15
25,373,2023-01-01,2023-01-06,2980.5
25,374,2023-02-01,2023-02-06,341.33
25,375,2023-03-01,2023-03-06,4014.93
25,376,2023-04-01,2023-04-06,1108.0
25,377,2023-05-01,2023-05-06,1980.42
25,378,2023-06-01,2023-06-06,4734.22
25,379,2023-07-01,2023-07-06,1477.44
25,380,2023-08-01,2023-08-06,687.44
25,381,2023-09-01,2023-09-06,4966.97
25,382,2023-10-01,2023-10-06,1589.03
25,383,2023-11-01,2023-11-06,1352.93
25,384,2024-04-01,2024-04-06,1703.97
26,385,2023-01-01,2023-01-06,4631.97
26,386,2023-02-01,2023-02-06,3423.57
26,387,2023-03-01,2023-03-06,1797.9
26,388,2023-04-01,2023-04-06,1838.27
26,389,2023-05-01,2023-05-06,3145.26
26,390,2023-06-01,2023-06-06,4655.36
26,391,2023-07-01,2023-07-06,4630.53
26,392,2023-08-01,2023-08-06,3951.3
26,393,2023-09-01,2023-09-06,268.15
26,394,2023-10-01,2023-10-06,2152.86
26,395,2024-01-01,2024-01-06,4157.54
27,396,2023-01-01,2023-01-06,3858.08
27,397,2023-02-01,2023-02-06,2787.59
27,398,2023-03-01,2023-03-06,1796.06
27,399,2023-04-01,2023-04-06,3993.39
27,400,2023-05-01,2023-05-06,1729.04
27,401,2023-06-01,2023-06-06,2460.54
27,402,2023-07-01,2023-07-06,3216.86
27,403,2023-08-01,2023-08-06,1583.47
27,404,2023-09-01,2023-09-06,2462.08
27,405,2023-10-01,2023-10-06,4671.64
27,406,2023-11-01,2023-11-06,2722.79
27,407,2024-01-01,2024-01-06,4754.16
27,408,2024-02-01,2024-02-06,4327.92
27,409,2024-05-01,2024-05-06,4964.93
27,410,2024-06-01,2024-06-06,3548.5
27,411,2024-08-01,2024-08-06,4744.29
28,412,2023-01-01,2023-01-06,1364.68
28,413,2023-02-01,2023-02-06,2272.05
28,414,2023-03-01,2023-03-06,4520.07
28,415,2023-04-01,2023-04-06,485.39
28,416,2023-05-01,2023-05-06,299.96
28,417,2023-06-01,2023-06-06,3334.9
28,418,2023-07-01,2023-07-06,594.05
28,419,2023-08-01,2023-08-06,4877.32
28,420,2023-09-01,2023-09-06,4569.48
28,421,2023-10-01,2023-10-06,4666.51
28,422,2023-11-01,2023-11-06,974.2
28,423,2024-01-01,2024-01-06,1931.59
28,424,2024-02-01,2024-02-06,804.01
28,425,2024-07-01,2024-07-06,490.66
28,426,2024-08-01,2024-08-06,3061.58
28,427,2024-09-01,2024-09-06,4661.9
29,428,2023-01-01,2023-01-06,4105.27
29,429,2023-02-01,2023-02-06,2288.58
29,430,2023-03-01,2023-03-06,3968.16
29,431,2023-04-01,2023-04-06,3765.9
29,432,2023-05-01,2023-05-06,2124.02
29,433,2023-06-01,2023-06-06,2618.56
29,434,2023-07-01,2023-07-06,2569.91
29,435,2023-08-01,2023-08-06,1453.06
29,436,2023-09-01,2023-09-06,729.04
29,437,2023-10-01,2023-10-06,306.04
29,438,2024-02-01,2024-02-06,1544.53
29,439,2024-03-01,2024-03-06,3178.72
29,440,2024-04-01,2024-04-06,4107.18
29,441,2024-05-01,2024-05-06,4386.11
29,442,2024-06-01,2024-06-06,2587.06
29,443,2024-08-01,2024-08-06,3138.23
29,444,2024-09-01,2024-09-06,3036.22
30,445,2023-01-01,2023-01-06,696.49
30,446,2023-02-01,2023-02-06,2896.52
30,447,2023-03-01,2023-03-06,3282.69
30,448,2023-04-01,2023-04-06,3776.9
30,449,2023-05-01,2023-05-06,2764.64
30,450,2023-06-01,2023-06-06,2179.75
30,451,2023-07-01,2023-07-06,4699.83
30,452,2023-08-01,2023-08-06,4962.2
30,453,2023-09-01,2023-09-06,1758.94
30,454,2023-10-01,2023-10-06,4472.62
30,455,2023-11-01,2023-11-06,442.79
30,456,2024-03-01,2024-03-06,4703.41
30,457,2024-04-01,2024-04-06,1339.18
30,458,2024-05-01,2024-05-06,3628.53
30,459,2024-06-01,2024-06-06,1486.07
30,460,2024-07-01,2024-07-06,1717.99
30,461,2024-08-01,2024-08-06,705.3
31,462,2023-01-01,2023-01-06,2539.93
31,463,2023-02-01,2023-02-06,1781.63
31,464,2023-03-01,2023-03-06,4156.44
31,465,2023-04-01,2023-04-06,1138.96
31,466,2023-05-01,2023-05-06,4228.54
31,467,2023-06-01,2023-06-06,4533.21
31,468,2023-07-01,2023-07-06,2065.1
31,469,2023-08-01,2023-08-06,2128.34
31,470,2023-09-01,2023-09-06,3002.14
31,471,2023-10-01,2023-10-06,1317.68
31,472,2023-12-01,2023-12-06,3804.94
31,473,2024-02-01,2024-02-06,1884.38
31,474,2024-03-01,2024-03-06,4349.61
31,475,2024-07-01,2024-07-06,4364.62
31,476,2024-08-01,2024-08-06,3927.44
32,477,2023-01-01,2023-01-06,1729.51
32,478,2023-02-01,2023-02-06,394.12
32,479,2023-03-01,2023-03-06,3902.65
32,480,2023-04-01,2023-04-06,2809.87
32,481,2023-05-01,2023-05-06,3233.06
32,482,2023-06-01,2023-06-06,2361.16
32,483,2023-07-01,2023-07-06,1660.43
32,484,2023-08-01,2023-08-06,2854.39
32,485,2023-09-01,2023-09-06,509.66
32,486,2023-10-01,2023-10-06,2501.87
32,487,2023-12-01,2023-12-06,4136.43
32,488,2024-01-01,2024-01-06,3017.68
32,489,2024-02-01,2024-02-06,4555.3
32,490,2024-03-01,2024-03-06,3199.85
32,491,2024-04-01,2024-04-06,516.71
32,492,2024-05-01,2024-05-06,1542.62
32,493,2024-06-01,2024-06-06,408.09
32,494,2024-07-01,2024-07-06,3054.04
32,495,2024-08-01,2024-08-06,4402.67
32,496,2024-09-01,2024-09-06,3233.62
33,497,2023-01-01,2023-01-06,4489.71
33,498,2023-02-01,2023-02-06,2589.84
33,499,2023-03-01,2023-03-06,3046.08
33,500,2023-04-01,2023-04-06,2390.8
33,501,2023-05-01,2023-05-06,971.41
33,502,2023-06-01,2023-06-06,2552.64
33,503,2023-07-01,2023-07-06,580.68
33,504,2023-08-01,2023-08-06,3742.57
33,505,2023-09-01,2023-09-06,4719.01
33,506,2023-10-01,2023-10-06,3741.64
33,507,2023-11-01,2023-11-06,533.93
33,508,2024-01-01,2024-01-06,4848.23
33,509,2024-02-01,2024-02-06,1763.49
33,510,2024-05-01,2024-05-06,1534.73
33,511,2024-06-01,2024-06-06,1138.83
34,512,2023-01-01,2023-01-06,1273.02
34,513,2023-02-01,2023-02-06,219.08
34,514,2023-03-01,2023-03-06,3306.84
34,515,2023-04-01,2023-04-06,4335.2
34,516,2023-05-01,2023-05-06,4441.22
34,517,2023-06-01,2023-06-06,883.19
34,518,2023-07-01,2023-07-06,983.78
34,519,2023-08-01,2023-08-06,3348.98
34,520,2023-09-01,2023-09-06,242.36
34,521,2023-10-01,2023-10-06,3960.55
34,522,2023-11-01,2023-11-06,3491.83
34,523,2024-02-01,2024-02-06,963.31
34,524,2024-07-01,2024-07-06,3897.79
34,525,2024-08-01,2024-08-06,1362.04
34,526,2024-09-01,2024-09-06,4697.63
35,527,2023-01-01,2023-01-06,1217.64
35,528,2023-02-01,2023-02-06,3827.91
35,529,2023-03-01,2023-03-06,2414.65
35,530,2023-04-01,2023-04-06,1797.76
35,531,2023-05-01,2023-05-06,2652.43
35,532,2023-06-01,2023-06-06,2373.08
35,533,2023-07-01,2023-07-06,1397.57
35,534,2023-08-01,2023-08-06,4002.4
35,535,2023-09-01,2023-09-06,2497.85
35,536,2023-10-01,2023-10-06,3545.11
35,537,2023-12-01,2023-12-06,981.83
35,538,2024-01-01,2024-01-06,1466.44
35,539,2024-02-01,2024-02-06,1463.19
35,540,2024-04-01,2024-04-06,252.47
35,541,2024-05-01,2024-05-06,3335.44
35,542,2024-06-01,2024-06-06,1191.11
35,543,2024-08-01,2024-08-06,4458.75
35,544,2024-09-01,2024-09-06,866.83
36,545,2023-01-01,2023-01-06,319.09
36,546,2023-02-01,2023-02-06,1158.82
36,547,2023-03-01,2023-03-06,4613.94
36,548,2023-04-01,2023-04-06,1330.46
36,549,2023-05-01,2023-05-06,3316.03
36,550,2023-06-01,2023-06-06,4926.16
36,551,2023-07-01,2023-07-06,330.02
36,552,2023-08-01,2023-08-06,2114.36
36,553,2023-09-01,2023-09-06,990.99
36,554,2023-10-01,2023-10-06,319.38
36,555,2023-12-01,2023-12-06,4928.41
36,556,2024-05-01,2024-05-06,2358.05
36,557,2024-06-01,2024-06-06,4470.23
36,558,2024-09-01,2024-09-06,4002.85
37,559,2023-01-01,2023-01-06,2467.63
37,560,2023-02-01,2023-02-06,4560.58
37,561,2023-03-01,2023-03-06,4813.04
37,562,2023-04-01,2023-04-06,1862.51
37,563,2023-05-01,2023-05-06,2376.62
37,564,2023-06-01,2023-06-06,4048.25
37,565,2023-07-01,2023-07-06,301.3
37,566,2023-08-01,2023-08-06,3978.65
37,567,2023-09-01,2023-09-06,147.07
37,568,2023-10-01,2023-10-06,183.36
37,569,2023-12-01,2023-12-06,4234.35
37,570,2024-01-01,2024-01-06,1542.88
37,571,2024-04-01,2024-04-06,4286.67
37,572,2024-06-01,2024-06-06,1118.22
37,573,2024-07-01,2024-07-06,4092.57
37,574,2024-08-01,2024-08-06,431.13
38,575,2023-01-01,2023-01-06,1647.93
38,576,2023-02-01,2023-02-06,2876.73
38,577,2023-03-01,2023-03-06,4516.92
38,578,2023-04-01,2023-04-06,4694.78
38,579,2023-05-01,2023-05-06,142.59
38,580,2023-06-01,2023-06-06,574.65
38,581,2023-07-01,2023-07-06,119.73
38,582,2023-08-01,2023-08-06,2194.88
38,583,2023-09-01,2023-09-06,2780.93
38,584,2023-10-01,2023-10-06,330.61
38,585,2023-11-01,2023-11-06,2660.08
38,586,2024-01-01,2024-01-06,147.87
38,587,2024-02-01,2024-02-06,704.11
38,588,2024-03-01,2024-03-06,4260.37
38,589,2024-06-01,2024-06-06,1750.44
38,590,2024-09-01,2024-09-06,3518.48
39,591,2023-01-01,2023-01-06,3975.55
39,592,2023-02-01,2023-02-06,4222.56
39,593,2023-03-01,2023-03-06,1850.81
39,594,2023-04-01,2023-04-06,3962.79
39,595,2023-05-01,2023-05-06,1506.95
39,596,2023-06-01,2023-06-06,3237.89
39,597,2023-07-01,2023-07-06,674.69
39,598,2023-08-01,2023-08-06,4295.13
39,599,2023-09-01,2023-09-06,318.45
39,600,2023-10-01,2023-10-06,1947.22
39,601,2023-11-01,2023-11-06,231.95
39,602,2024-01-01,2024-01-06,4275.0
39,603,2024-02-01,2024-02-06,1550.96
39,604,2024-03-01,2024-03-06,2596.44
39,605,2024-04-01,2024-04-06,2274.35
39,606,2024-05-01,2024-05-06,4488.57
39,607,2024-06-01,2024-06-06,3265.82
39,608,2024-07-01,2024-07-06,4543.26
39,609,2024-08-01,2024-08-06,1980.34
39,610,2024-09-01,2024-09-06,3249.45
